run_dir,run_label,model,prompt_format,max_new_tokens,kl_risk_threshold,uckv_risk_tolerance,simulated_tolerance,split,steps,avg_kl,top1_mismatch_rate,avg_retained_ratio,avg_kept_tokens,fallback_steps,avg_selected_window
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.3,evaluation,576,0.32616701065463694,0.0798611111111111,0.4605840676650922,515.7777777777778,393,511.77777777777777
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.32,calibration,576,0.12728947477875446,0.03125,0.8443329669780893,516.0,216,512.0
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.32,evaluation,576,0.32599327932799543,0.0798611111111111,0.4321371788947068,479.1111111111111,241,475.1111111111111
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.34,calibration,576,0.12728947477875446,0.03125,0.8443329669780893,516.0,177,512.0
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.34,evaluation,576,0.32580150188912893,0.0798611111111111,0.41790779427591673,460.6666666666667,199,456.6666666666667
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.35,calibration,576,0.12728947477875446,0.03125,0.8443329669780893,516.0,164,512.0
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.35,evaluation,576,0.32552367200675086,0.0798611111111111,0.40040018359318613,438.22222222222223,170,434.22222222222223
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.36,calibration,576,0.1272909434400996,0.03125,0.8434943925546092,515.5555555555555,153,511.55555555555554
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.36,evaluation,576,0.32538153911687817,0.0798611111111111,0.395443009901564,432.44444444444446,160,428.44444444444446
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.365,calibration,576,0.14593254418662482,0.034722222222222224,0.8229307872552121,504.44444444444446,152,500.44444444444446
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.365,evaluation,576,0.3395064369182226,0.08333333333333333,0.37221356653689486,409.1111111111111,159,405.1111111111111
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.37,calibration,576,0.1805440417008231,0.041666666666666664,0.793232837371897,488.0,145,484.0
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.37,evaluation,576,0.3706310793782987,0.0920138888888889,0.3625378089862671,398.8888888888889,157,394.8888888888889
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.38,calibration,576,0.19034429168321804,0.043402777777777776,0.778386200812133,479.77777777777777,134,475.77777777777777
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.38,evaluation,576,0.37833873330338286,0.09375,0.3379257171340913,368.22222222222223,146,364.22222222222223
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.4,calibration,576,0.1981376352652043,0.046875,0.7123010154220366,435.55555555555554,108,431.55555555555554
outputs/experiments/20260710_163512_740942_longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512_HuggingFaceTB__SmolLM2-135M-Instruct,longshift_smollm2_chat_retrieval48_seed61_shortcal_longeval_thr01_tol036_w512,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.36,0.4,evaluation,576,0.397676313388968,0.09722222222222222,0.31623198101847616,342.22222222222223,125,338.22222222222223
